rsscell1	rsscell2	rsscell3	rsscell4	rsscell5	rsscell6	rsscell7	rsscell8
1525598468650	RSSCELL	LTE	58.59079	16.17489	-1	339	-95
1525598468650	RSSCELL	LTE	58.59079	16.17489	-1	352	-87
1525598468650	RSSCELL	LTE	58.59079	16.17489	-1	383	-86
1525598468715	RSSCELL	LTE	58.59079	16.17489	-1	48	-93
1525598468715	RSSCELL	LTE	58.59079	16.17489	25729813	49	-84
1525598468715	RSSCELL	LTE	58.59079	16.17489	-1	293	-90
1525598468715	RSSCELL	LTE	58.59079	16.17489	-1	339	-95
1525598468715	RSSCELL	LTE	58.59079	16.17489	-1	352	-87
1525598468715	RSSCELL	LTE	58.59079	16.17489	-1	383	-86
1525598473796	RSSCELL	LTE	58.59079	16.17489	25729813	49	-86
1525598636093	RSSCELL	LTE	58.59073	16.17478	25729823	50	-72
1525598636093	RSSCELL	LTE	58.59073	16.17478	-1	339	-83
1525598636093	RSSCELL	LTE	58.59073	16.17478	-1	352	-84
1525598641423	RSSCELL	LTE	58.590767	16.174755	-1	48	-89
1525598641423	RSSCELL	LTE	58.590767	16.174755	-1	50	-86
1525598641423	RSSCELL	LTE	58.590767	16.174755	-1	339	-95
1525598641423	RSSCELL	LTE	58.590767	16.174755	-1	352	-92
1525598641423	RSSCELL	LTE	58.590767	16.174755	25729311	353	-80
1525598641423	RSSCELL	LTE	58.590767	16.174755	-1	386	-93
1525598641480	RSSCELL	LTE	58.590767	16.174755	-1	48	-89
1525598641480	RSSCELL	LTE	58.590767	16.174755	-1	50	-86
1525598641480	RSSCELL	LTE	58.590767	16.174755	-1	339	-95
1525598641480	RSSCELL	LTE	58.590767	16.174755	-1	352	-92
1525598641480	RSSCELL	LTE	58.590767	16.174755	25729311	353	-80
1525598641480	RSSCELL	LTE	58.590767	16.174755	-1	386	-93
1525598648820	RSSCELL	LTE	58.590797	16.17473	25729311	353	-82
1525598650586	RSSCELL	LTE	58.590805	16.174728	25729311	353	-82
1525598661000	RSSCELL	LTE	58.591194	16.175123	25729311	353	-79
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	48	-86
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	50	-92
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	273	-99
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	275	-95
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	339	-100
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	352	-100
1525598695646	RSSCELL	LTE	58.591637	16.174831	-1	353	-102
1525598695646	RSSCELL	LTE	58.591637	16.174831	25728799	383	-81
1525598706167	RSSCELL	LTE	58.591698	16.175043	25728799	383	-76
1525598710445	RSSCELL	LTE	58.591686	16.17515	-1	48	-83
1525598710445	RSSCELL	LTE	58.591686	16.17515	-1	49	-97
1525598710445	RSSCELL	LTE	58.591686	16.17515	-1	273	-90
1525598710445	RSSCELL	LTE	58.591686	16.17515	-1	275	-88
1525598710445	RSSCELL	LTE	58.591686	16.17515	-1	352	-103
1525598710445	RSSCELL	LTE	58.591686	16.17515	25728799	383	-73
1525598720642	RSSCELL	LTE	58.591755	16.175491	25728799	383	-73
1525598746219	RSSCELL	LTE	58.59188	16.176044	-1	48	-80
1525598746219	RSSCELL	LTE	58.59188	16.176044	-1	49	-86
1525598746219	RSSCELL	LTE	58.59188	16.176044	-1	273	-91
1525598746219	RSSCELL	LTE	58.59188	16.176044	-1	275	-92
1525598746219	RSSCELL	LTE	58.59188	16.176044	25728799	383	-73
1525598766291	RSSCELL	LTE	58.591915	16.176722	25728799	383	-76
1525598822001	RSSCELL	LTE	58.592087	16.177809	-1	48	-86
1525598822001	RSSCELL	LTE	58.592087	16.177809	-1	49	-84
1525598822001	RSSCELL	LTE	58.592087	16.177809	-1	352	-87
1525598822001	RSSCELL	LTE	58.592087	16.177809	25728799	383	-77
1525598832349	RSSCELL	LTE	58.59209	16.177809	25728799	383	-77
1525598876829	RSSCELL	LTE	58.592102	16.178148	-1	48	-91
1525598876829	RSSCELL	LTE	58.592102	16.178148	-1	49	-95
1525598876829	RSSCELL	LTE	58.592102	16.178148	-1	352	-96
1525598876829	RSSCELL	LTE	58.592102	16.178148	25728799	383	-77
1525598887250	RSSCELL	LTE	58.59212	16.178446	25728799	383	-80
1525598959085	RSSCELL	LTE	58.59241	16.180237	-1	275	-86
1525598959085	RSSCELL	LTE	58.59241	16.180237	-1	291	-86
1525598959085	RSSCELL	LTE	58.59241	16.180237	25728799	383	-69
1525598965663	RSSCELL	LTE	58.592434	16.180464	-1	48	-98
1525598965663	RSSCELL	LTE	58.592434	16.180464	-1	98	-95
1525598965663	RSSCELL	LTE	58.592434	16.180464	25767947	273	-84
1525598965663	RSSCELL	LTE	58.592434	16.180464	-1	275	-85
1525598965663	RSSCELL	LTE	58.592434	16.180464	-1	291	-94
1525598965663	RSSCELL	LTE	58.592434	16.180464	-1	382	-94
1525598965663	RSSCELL	LTE	58.592434	16.180464	-1	383	-87
1525598965700	RSSCELL	LTE	58.592434	16.180464	-1	48	-98
1525598965700	RSSCELL	LTE	58.592434	16.180464	-1	98	-95
1525598965700	RSSCELL	LTE	58.592434	16.180464	25767947	273	-84
1525598965700	RSSCELL	LTE	58.592434	16.180464	-1	275	-85
1525598965700	RSSCELL	LTE	58.592434	16.180464	-1	291	-94
1525598965700	RSSCELL	LTE	58.592434	16.180464	-1	382	-94
1525598965700	RSSCELL	LTE	58.592434	16.180464	-1	383	-87
1525598967540	RSSCELL	LTE	58.59243	16.180536	-1	48	-98
1525598967540	RSSCELL	LTE	58.59243	16.180536	-1	98	-95
1525598967540	RSSCELL	LTE	58.59243	16.180536	25767947	273	-84
1525598967540	RSSCELL	LTE	58.59243	16.180536	-1	275	-85
1525598967540	RSSCELL	LTE	58.59243	16.180536	-1	291	-94
1525598967540	RSSCELL	LTE	58.59243	16.180536	-1	382	-94
1525598967540	RSSCELL	LTE	58.59243	16.180536	-1	383	-87
1525598967586	RSSCELL	LTE	58.59243	16.180536	-1	48	-98
1525598967586	RSSCELL	LTE	58.59243	16.180536	-1	98	-95
1525598967586	RSSCELL	LTE	58.59243	16.180536	25767947	273	-84
1525598967586	RSSCELL	LTE	58.59243	16.180536	-1	275	-85
1525598967586	RSSCELL	LTE	58.59243	16.180536	-1	291	-94
1525598967586	RSSCELL	LTE	58.59243	16.180536	-1	382	-94
1525598967586	RSSCELL	LTE	58.59243	16.180536	-1	383	-87
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	50	-94
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	98	-97
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	273	-84
1525598970566	RSSCELL	LTE	58.592445	16.180632	25767967	275	-81
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	291	-94
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	352	-98
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	382	-88
1525598970566	RSSCELL	LTE	58.592445	16.180632	-1	383	-87
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	50	-94
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	98	-97
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	273	-84
1525598970639	RSSCELL	LTE	58.592445	16.180632	25767967	275	-81
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	291	-94
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	352	-98
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	382	-88
1525598970639	RSSCELL	LTE	58.592445	16.180632	-1	383	-87
1525598973799	RSSCELL	LTE	58.5925	16.180712	25767967	275	-85
1525598987065	RSSCELL	LTE	58.592617	16.181124	-1	98	-97
1525598987065	RSSCELL	LTE	58.592617	16.181124	-1	273	-91
1525598987065	RSSCELL	LTE	58.592617	16.181124	25767967	275	-76
1525598987065	RSSCELL	LTE	58.592617	16.181124	-1	291	-99
1525598987065	RSSCELL	LTE	58.592617	16.181124	-1	382	-82
1525598987065	RSSCELL	LTE	58.592617	16.181124	-1	383	-96
1525599061585	RSSCELL	LTE	58.59338	16.180635	-1	48	-102
1525599061585	RSSCELL	LTE	58.59338	16.180635	-1	98	-104
1525599061585	RSSCELL	LTE	58.59338	16.180635	-1	291	-102
1525599061585	RSSCELL	LTE	58.59338	16.180635	-1	352	-95
1525599061585	RSSCELL	LTE	58.59338	16.180635	25728779	381	-85
1525599062813	RSSCELL	LTE	58.59339	16.180634	-1	48	-102
1525599062813	RSSCELL	LTE	58.59339	16.180634	-1	98	-104
1525599062813	RSSCELL	LTE	58.59339	16.180634	-1	291	-102
1525599062813	RSSCELL	LTE	58.59339	16.180634	-1	352	-95
1525599062813	RSSCELL	LTE	58.59339	16.180634	25728779	381	-85
1525599063135	RSSCELL	LTE	58.59339	16.180634	-1	48	-102
1525599063135	RSSCELL	LTE	58.59339	16.180634	-1	98	-104
1525599063135	RSSCELL	LTE	58.59339	16.180634	-1	291	-102
1525599063135	RSSCELL	LTE	58.59339	16.180634	-1	352	-95
1525599063135	RSSCELL	LTE	58.59339	16.180634	25728779	381	-85
1525599066551	RSSCELL	LTE	58.593445	16.18058	-1	48	-97
1525599066551	RSSCELL	LTE	58.593445	16.18058	-1	273	-91
1525599066551	RSSCELL	LTE	58.593445	16.18058	-1	275	-96
1525599066551	RSSCELL	LTE	58.593445	16.18058	-1	351	-100
1525599066551	RSSCELL	LTE	58.593445	16.18058	-1	352	-90
1525599066551	RSSCELL	LTE	58.593445	16.18058	25728779	381	-88
1525599066551	RSSCELL	LTE	58.593445	16.18058	-1	383	-93
1525599074264	RSSCELL	LTE	58.59347	16.180393	25728779	381	-97
1525599117398	RSSCELL	LTE	58.59331	16.17914	25730058	135	-82
1525599117398	RSSCELL	LTE	58.59331	16.17914	-1	189	-91
1525599117398	RSSCELL	LTE	58.59331	16.17914	-1	364	-92
1525599117398	RSSCELL	LTE	58.59331	16.17914	-1	381	-98
1525599127749	RSSCELL	LTE	58.593243	16.178923	25730058	135	-76
1525599238075	RSSCELL	LTE	58.593124	16.17597	-1	189	-109
1525599238075	RSSCELL	LTE	58.593124	16.17597	-1	191	-101
1525599238075	RSSCELL	LTE	58.593124	16.17597	25729300	364	-100
1525599238075	RSSCELL	LTE	58.593124	16.17597	-1	381	-94
1525599240005	RSSCELL	LTE	58.593063	16.175997	-1	189	-109
1525599240005	RSSCELL	LTE	58.593063	16.175997	-1	191	-101
1525599240005	RSSCELL	LTE	58.593063	16.175997	25729300	364	-100
1525599240005	RSSCELL	LTE	58.593063	16.175997	-1	381	-94
1525599240036	RSSCELL	LTE	58.593063	16.175997	-1	189	-109
1525599240036	RSSCELL	LTE	58.593063	16.175997	-1	191	-101
1525599240036	RSSCELL	LTE	58.593063	16.175997	25729300	364	-100
1525599240036	RSSCELL	LTE	58.593063	16.175997	-1	381	-94
1525599249160	RSSCELL	LTE	58.593014	16.176004	25729802	381	-90
1525599295909	RSSCELL	LTE	58.5928	16.175297	-1	134	-117
1525599295909	RSSCELL	LTE	58.5928	16.175297	-1	189	-113
1525599295909	RSSCELL	LTE	58.5928	16.175297	-1	191	-107
1525599295909	RSSCELL	LTE	58.5928	16.175297	-1	364	-107
1525599295909	RSSCELL	LTE	58.5928	16.175297	25729802	381	-92
1525599316745	RSSCELL	LTE	58.59268	16.17435	25729802	381	-99
1525599363842	RSSCELL	LTE	58.592167	16.173647	-1	191	-107
1525599363842	RSSCELL	LTE	58.592167	16.173647	-1	381	-107
1525599363842	RSSCELL	LTE	58.592167	16.173647	25729822	383	-97
1525599363842	RSSCELL	LTE	58.592167	16.173647	-1	414	-118
1525599374718	RSSCELL	LTE	58.592037	16.173723	25729822	383	-94
1525599381434	RSSCELL	LTE	58.591927	16.17373	-1	191	-102
1525599381434	RSSCELL	LTE	58.591927	16.17373	25729822	383	-92
1525599392394	RSSCELL	LTE	58.591755	16.173708	25729822	383	-90
1525599499404	RSSCELL	LTE	58.59045	16.173851	25729823	50	-82
1525599499404	RSSCELL	LTE	58.59045	16.173851	-1	414	-98
1525599510080	RSSCELL	LTE	58.59052	16.174156	25729823	50	-84
1525599532245	RSSCELL	LTE	58.590607	16.174788	25729813	49	-73
1525599532245	RSSCELL	LTE	58.590607	16.174788	-1	50	-80
1525599532245	RSSCELL	LTE	58.590607	16.174788	-1	339	-85
1525599532245	RSSCELL	LTE	58.590607	16.174788	-1	353	-86
1525599534691	RSSCELL	LTE	58.59061	16.174866	25729813	49	-72
1525599534691	RSSCELL	LTE	58.59061	16.174866	-1	50	-78
1525599534691	RSSCELL	LTE	58.59061	16.174866	-1	339	-87
1525599534691	RSSCELL	LTE	58.59061	16.174866	-1	383	-84
